path,label
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_86.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_60.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_169.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_173.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_91.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_121.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_202.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_47.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_65.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_142.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_173.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_101.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_175.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_43.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_152.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_21.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_68.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_63.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_218.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_196.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_55.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_164.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_182.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_134.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_13.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_112.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_172.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_183.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_107.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_219.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_76.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_86.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_22.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_29.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_187.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_99.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_182.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_183.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_92.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_184.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_167.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_65.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_158.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_34.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_223.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_135.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_20.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_14.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_57.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_44.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_97.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_136.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_20.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_48.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_124.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_15.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_180.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_3.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_78.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_33.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_17.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_67.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_137.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_62.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_91.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_53.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_192.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_37.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_216.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_141.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_226.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_139.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_37.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_31.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_110.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_220.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_147.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_89.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_125.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_76.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_125.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_207.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_180.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_115.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_161.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_192.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_228.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_205.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_230.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_88.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_66.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_2.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_196.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_15.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_185.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_30.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_13.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_8.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_90.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_126.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Dog/american_bulldog_168.jpg,Dog
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_184.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_177.jpg,Cat
/Users/ysaismartinez/Documents/DeepLearning_ComputerVisionProject/data/raw/Cat/Abyssinian_79.jpg,Cat
